mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_feature_selection,param_regressor,param_scaler,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
128.3426829814911,17.77459484336115,5.236170291900635,2.992226868141771,passthrough,"VotingRegressor(estimators=[('catboost',
                             <catboost.core.CatBoostRegressor object at 0x0000022474C43EC8>),
                            ('RandomForest', RandomForestRegressor())])",RobustScaler(),"{'feature_selection': 'passthrough', 'regressor': VotingRegressor(estimators=[('catboost',
                             <catboost.core.CatBoostRegressor object at 0x0000022474C43EC8>),
                            ('RandomForest', RandomForestRegressor())]), 'scaler': RobustScaler()}",0.8367217017608606,0.7990199713110926,0.7760852832054713,0.8255912341645303,0.8013068681285114,0.8077450117140932,0.021345025902627143,2
122.12449359893799,11.290241108509607,4.418387508392334,2.3122202518474695,passthrough,"VotingRegressor(estimators=[('catboost',
                             <catboost.core.CatBoostRegressor object at 0x0000022474C43EC8>),
                            ('RandomForest', RandomForestRegressor())])",StandardScaler(),"{'feature_selection': 'passthrough', 'regressor': VotingRegressor(estimators=[('catboost',
                             <catboost.core.CatBoostRegressor object at 0x0000022474C43EC8>),
                            ('RandomForest', RandomForestRegressor())]), 'scaler': StandardScaler()}",0.8367114403453222,0.8001763574593287,0.774615330036554,0.8263001758192237,0.8028227332800737,0.8081252073881006,0.02173345126356598,1
102.6881498336792,6.0717301589523895,2.0160505294799806,0.3513803732655454,passthrough,"VotingRegressor(estimators=[('catboost',
                             <catboost.core.CatBoostRegressor object at 0x0000022474C43EC8>),
                            ('RandomForest', RandomForestRegressor())])",PowerTransformer(),"{'feature_selection': 'passthrough', 'regressor': VotingRegressor(estimators=[('catboost',
                             <catboost.core.CatBoostRegressor object at 0x0000022474C43EC8>),
                            ('RandomForest', RandomForestRegressor())]), 'scaler': PowerTransformer()}",0.7569453998443221,0.7317758623130609,0.62231652905879,0.6474518512039786,0.708195289459119,0.6933369863758541,0.05078129105304812,285
134.25680561065673,9.677030097663854,4.08451280593872,1.2632881407018404,passthrough,"VotingRegressor(estimators=[('catboost',
                             <catboost.core.CatBoostRegressor object at 0x0000022474C43EC8>),
                            ('RandomForest', RandomForestRegressor())])",QuantileTransformer(),"{'feature_selection': 'passthrough', 'regressor': VotingRegressor(estimators=[('catboost',
                             <catboost.core.CatBoostRegressor object at 0x0000022474C43EC8>),
                            ('RandomForest', RandomForestRegressor())]), 'scaler': QuantileTransformer()}",0.8351148366406703,0.7990274249634968,0.7725241220211903,0.8286347650930729,0.8020035234781113,0.8074609344393083,0.022514696044732913,3
94.70256562232971,1.8600605634503917,0.8893989562988281,0.6595118004588706,passthrough,"VotingRegressor(estimators=[('catboost',
                             <catboost.core.CatBoostRegressor object at 0x0000022474C43EC8>),
                            ('KNeighbors',
                             KNeighborsRegressor(n_neighbors=10,
                                                 weights='distance'))])",RobustScaler(),"{'feature_selection': 'passthrough', 'regressor': VotingRegressor(estimators=[('catboost',
                             <catboost.core.CatBoostRegressor object at 0x0000022474C43EC8>),
                            ('KNeighbors',
                             KNeighborsRegressor(n_neighbors=10,
                                                 weights='distance'))]), 'scaler': RobustScaler()}",0.8019670430015357,0.7594189466302258,0.7288035601407901,0.8048856444093869,0.7860132326552272,0.7762176853674332,0.028674486691259892,11
96.04946722984315,1.701937644059547,1.656970167160034,0.6336136076039789,passthrough,"VotingRegressor(estimators=[('catboost',
                             <catboost.core.CatBoostRegressor object at 0x0000022474C43EC8>),
                            ('KNeighbors',
                             KNeighborsRegressor(n_neighbors=10,
                                                 weights='distance'))])",StandardScaler(),"{'feature_selection': 'passthrough', 'regressor': VotingRegressor(estimators=[('catboost',
                             <catboost.core.CatBoostRegressor object at 0x0000022474C43EC8>),
                            ('KNeighbors',
                             KNeighborsRegressor(n_neighbors=10,
                                                 weights='distance'))]), 'scaler': StandardScaler()}",0.7995486598932532,0.7613610961628037,0.7251193104769125,0.7998510090868709,0.7795142298518318,0.7730788610943344,0.027915001837901285,14
51.56372480392456,35.32269507450707,2.074863910675049,1.710198444175995,passthrough,"VotingRegressor(estimators=[('catboost',
                             <catboost.core.CatBoostRegressor object at 0x0000022474C43EC8>),
                            ('KNeighbors',
                             KNeighborsRegressor(n_neighbors=10,
                                                 weights='distance'))])",PowerTransformer(),"{'feature_selection': 'passthrough', 'regressor': VotingRegressor(estimators=[('catboost',
                             <catboost.core.CatBoostRegressor object at 0x0000022474C43EC8>),
                            ('KNeighbors',
                             KNeighborsRegressor(n_neighbors=10,
                                                 weights='distance'))]), 'scaler': PowerTransformer()}",0.7268034045645074,0.7022092858923441,0.6119619277653574,0.6419466959815794,0.6883121521749332,0.6742466932757443,0.04162843610145363,332
34.72316102981567,4.342912035508433,3.972688007354736,4.62076538878534,passthrough,"VotingRegressor(estimators=[('catboost',
                             <catboost.core.CatBoostRegressor object at 0x0000022474C43EC8>),
                            ('KNeighbors',
                             KNeighborsRegressor(n_neighbors=10,
                                                 weights='distance'))])",QuantileTransformer(),"{'feature_selection': 'passthrough', 'regressor': VotingRegressor(estimators=[('catboost',
                             <catboost.core.CatBoostRegressor object at 0x0000022474C43EC8>),
                            ('KNeighbors',
                             KNeighborsRegressor(n_neighbors=10,
                                                 weights='distance'))]), 'scaler': QuantileTransformer()}",0.8011433093660543,0.7683732411058807,0.7462159519014203,0.7839308131419126,0.785536411757941,0.7770399454546417,0.018578893895011224,9
60.474717140197754,5.093110303161266,2.8822436809539793,1.5022698551658475,passthrough,"VotingRegressor(estimators=[('catboost',
                             <catboost.core.CatBoostRegressor object at 0x0000022474C43EC8>),
                            ('DecisionTree', DecisionTreeRegressor())])",RobustScaler(),"{'feature_selection': 'passthrough', 'regressor': VotingRegressor(estimators=[('catboost',
                             <catboost.core.CatBoostRegressor object at 0x0000022474C43EC8>),
                            ('DecisionTree', DecisionTreeRegressor())]), 'scaler': RobustScaler()}",0.7837605013630047,0.7525339654980248,0.7578417495445031,0.7810906637012582,0.717675212128803,0.7585804184471188,0.02387923301117385,37
57.54746227264404,10.203779050398584,2.009649085998535,0.6363119611397358,passthrough,"VotingRegressor(estimators=[('catboost',
                             <catboost.core.CatBoostRegressor object at 0x0000022474C43EC8>),
                            ('DecisionTree', DecisionTreeRegressor())])",StandardScaler(),"{'feature_selection': 'passthrough', 'regressor': VotingRegressor(estimators=[('catboost',
                             <catboost.core.CatBoostRegressor object at 0x0000022474C43EC8>),
                            ('DecisionTree', DecisionTreeRegressor())]), 'scaler': StandardScaler()}",0.7778316575726867,0.7498009676198237,0.7553223593897371,0.7795231812386509,0.7124453247665385,0.7549846981174874,0.024333943668603128,49
